客户号,客户姓名,性别,年龄_连续,婚姻状态,户籍,教育程度,居住类型,职业类别,工作年限,个人收入_连续,保险缴纳,车辆情况,信用总评分,信用等级,额度,审批结果
0000999993854376,anon_S5386,男,36,已婚,福建,大专,租房,其他企业,16,81000,无,无,68,D-风险客户,10000,0-通过
0000999993872168,anon_S7156,男,53,未婚,重庆,初中及以下,租房,个体户,32,279820,无,无,68,D-风险客户,10000,0-通过
0000999993833208,anon_S3283,男,29,未婚,安徽,本科,自购房,私营企业,6,46150,有,有,68,D-风险客户,10000,0-通过
0000999993861327,anon_S6074,女,33,未婚,天津,大专,租房,私营企业,13,124919,无,无,68,D-风险客户,10000,0-通过
0000999993824931,anon_S2456,男,30,未婚,辽宁,本科,自购房,私营企业,7,36790,有,有,68,D-风险客户,10000,0-通过
0000999993866959,anon_S6637,男,27,未婚,福建,硕士及以上,租房,私营企业,2,192000,无,无,68,D-风险客户,10000,0-通过
0000999993842984,anon_S4258,男,29,未婚,湖南,初中及以下,自购房,私营企业,18,60000,有,有,68,D-风险客户,10000,0-通过
0000999993877676,anon_S7705,男,34,未婚,陕西,大专,租房,私营企业,14,400766,无,无,68,D-风险客户,10000,0-通过
0000999993861372,anon_S6079,男,40,未婚,四川,高中,租房,私营企业,22,124919,无,无,68,D-风险客户,10000,0-通过
0000999993866915,anon_S6633,女,37,未婚,海南,本科,租房,私营企业,14,191400,无,无,68,D-风险客户,10000,0-通过
0000999993872985,anon_S7238,男,33,未婚,陕西,大专,租房,外资企业,13,298000,无,无,68,D-风险客户,10000,0-通过
0000999993866880,anon_S6630,男,33,未婚,甘肃,大专,租房,外资企业,13,191400,无,无,68,D-风险客户,10000,0-通过
0000999993866835,anon_S6625,女,36,离异,上海,本科,租房,外资企业,13,191400,无,无,68,D-风险客户,10000,0-通过
0000999993848227,anon_S4780,男,29,未婚,湖北,本科,自购房,个体户,6,69000,有,有,68,D-风险客户,10000,0-通过
0000999993825061,anon_S2469,男,55,未婚,河北,本科,租房,私营企业,32,36875,有,有,68,D-风险客户,10000,0-通过
0000999993835513,anon_S3514,女,30,未婚,广西,本科,自购房,个体户,7,48603,有,有,68,D-风险客户,10000,0-通过
0000999993872952,anon_S7235,男,36,未婚,河北,大专,租房,外资企业,16,298000,无,无,68,D-风险客户,10000,0-通过
0000999993866799,anon_S6621,男,33,未婚,海南,大专,租房,私营企业,13,190000,无,无,68,D-风险客户,10000,0-通过
0000999993828233,anon_S2786,男,31,已婚,重庆,本科,自购房,私营企业,8,39320,有,有,68,D-风险客户,10000,0-通过
0000999993866788,anon_S6620,男,23,已婚,陕西,硕士及以上,租房,国有企业,0,190000,无,无,68,D-风险客户,10000,0-通过
0000999993852460,anon_S5195,女,30,已婚,河南,本科,自购房,外资企业,7,77300,有,有,68,D-风险客户,10000,0-通过
0000999993865220,anon_S6464,男,36,未婚,安徽,大专,租房,私营企业,16,166000,无,无,68,D-风险客户,10000,0-通过
0000999993872861,anon_S7226,男,33,未婚,陕西,大专,租房,国有企业,13,298000,无,无,68,D-风险客户,10000,0-通过
0000999993846933,anon_S4653,女,54,未婚,江苏,本科,租房,私营企业,31,67500,有,有,68,D-风险客户,10000,0-通过
0000999993861463,anon_S6088,女,36,已婚,安徽,大专,租房,外资企业,16,126084,无,无,68,D-风险客户,10000,0-通过
0000999993835364,anon_S3499,男,30,未婚,安徽,本科,自购房,私营企业,7,48560,有,有,68,D-风险客户,10000,0-通过
0000999993855686,anon_S5516,男,36,已婚,天津,本科,租房,私营企业,13,90000,无,无,68,D-风险客户,10000,0-通过
0000999993820709,anon_S2033,女,31,已婚,广西,高中,自购房,外资企业,13,30874,有,有,68,D-风险客户,10000,0-通过
0000999993848192,anon_S4777,男,29,未婚,江西,本科,自购房,个体户,6,69000,有,有,68,D-风险客户,10000,0-通过
0000999993877687,anon_S7706,女,35,已婚,河南,大专,租房,私营企业,15,400766,无,无,68,D-风险客户,10000,0-通过
0000999993866620,anon_S6604,男,33,未婚,江西,大专,租房,外资企业,13,189000,无,无,68,D-风险客户,10000,0-通过
0000999993869371,anon_S6878,女,33,未婚,天津,大专,租房,私营企业,13,229000,无,无,68,D-风险客户,10000,0-通过
0000999993835239,anon_S3486,女,30,未婚,上海,本科,自购房,私营企业,7,48381,有,有,68,D-风险客户,10000,0-通过
0000999993865413,anon_S6483,男,33,未婚,黑龙江,大专,租房,外资企业,13,170060,无,无,68,D-风险客户,10000,0-通过
0000999993861622,anon_S6104,女,33,未婚,海南,大专,租房,私营企业,13,130000,无,无,68,D-风险客户,10000,0-通过
0000999993835193,anon_S3482,男,30,未婚,新疆,本科,自购房,私营企业,7,48330,有,有,68,D-风险客户,10000,0-通过
0000999993856522,anon_S5599,女,57,已婚,黑龙江,高中,租房,外资企业,39,95000,无,无,68,D-风险客户,10000,0-通过
0000999993822333,anon_S2196,男,29,未婚,河北,硕士及以上,租房,私营企业,4,33047,有,有,68,D-风险客户,10000,0-通过
0000999993858451,anon_S5791,男,68,未婚,江西,高中,租房,外资企业,50,105000,无,无,68,D-风险客户,10000,0-通过
0000999993822402,anon_S2203,女,54,未婚,陕西,本科,租房,国有企业,31,33110,有,有,68,D-风险客户,10000,0-通过
0000999993835068,anon_S3469,男,30,未婚,海南,本科,自购房,外资企业,7,48000,有,有,68,D-风险客户,10000,0-通过
0000999993872725,anon_S7212,男,64,未婚,河南,初中及以下,租房,个体户,25,295201,无,无,68,D-风险客户,10000,0-通过
0000999993879389,anon_S7876,男,40,未婚,天津,高中,租房,个体户,22,450000,无,无,68,D-风险客户,10000,0-通过
0000999993875873,anon_S7525,男,33,未婚,黑龙江,大专,租房,私营企业,13,358000,无,无,68,D-风险客户,10000,0-通过
0000999993874777,anon_S7416,男,33,未婚,海南,大专,租房,私营企业,13,342000,无,无,68,D-风险客户,10000,0-通过
0000999993850508,anon_S5003,女,30,未婚,河北,本科,自购房,私营企业,7,73500,有,有,68,D-风险客户,10000,0-通过
0000999993834950,anon_S3458,女,22,未婚,天津,初中及以下,自购房,私营企业,50,48000,有,有,68,D-风险客户,10000,0-通过
0000999993869847,anon_S6925,男,41,已婚,福建,高中,租房,私营企业,23,235700,无,无,68,D-风险客户,10000,0-通过
0000999993833843,anon_S3347,男,29,未婚,广东,本科,自购房,私营企业,6,46935,有,有,68,D-风险客户,10000,0-通过
0000999993857048,anon_S5651,女,46,未婚,河北,高中,租房,私营企业,28,96480,无,无,68,D-风险客户,10000,0-通过
0000999993834870,anon_S3450,女,30,未婚,湖北,本科,自购房,私营企业,7,48000,有,有,68,D-风险客户,10000,0-通过
0000999993822491,anon_S2212,男,38,未婚,海南,高中,自购房,私营企业,20,33282,有,有,68,D-风险客户,10000,0-通过
0000999993851499,anon_S5100,男,29,未婚,四川,本科,自购房,私营企业,6,75518,有,有,68,D-风险客户,10000,0-通过
0000999993861791,anon_S6121,男,39,未婚,河南,本科,租房,个体户,16,130578,无,无,68,D-风险客户,10000,0-通过
0000999993834778,anon_S3440,男,30,未婚,湖北,本科,自购房,私营企业,7,47918,有,有,68,D-风险客户,10000,0-通过
0000999993828981,anon_S2861,男,33,未婚,吉林,高中,自购房,外资企业,15,39553,有,有,68,D-风险客户,10000,0-通过
0000999993866370,anon_S6579,男,33,未婚,吉林,大专,租房,私营企业,13,185400,无,无,68,D-风险客户,10000,0-通过
0000999993841731,anon_S4135,女,78,未婚,河南,本科,租房,私营企业,50,57500,有,有,68,D-风险客户,10000,0-通过
0000999993834701,anon_S3433,女,30,未婚,上海,本科,自购房,私营企业,7,47916,有,有,68,D-风险客户,10000,0-通过
0000999993865865,anon_S6528,男,33,未婚,天津,大专,租房,国有企业,13,174000,无,无,68,D-风险客户,10000,0-通过
0000999993834621,anon_S3425,女,29,未婚,福建,本科,自购房,个体户,6,47879,有,有,68,D-风险客户,10000,0-通过
0000999993866256,anon_S6567,男,33,未婚,山东,大专,租房,私营企业,13,185000,无,无,68,D-风险客户,10000,0-通过
0000999993872442,anon_S7184,女,67,未婚,广东,高中,租房,外资企业,49,288000,无,无,68,D-风险客户,10000,0-通过
0000999993865901,anon_S6532,男,33,未婚,辽宁,大专,租房,私营企业,13,175000,无,无,68,D-风险客户,10000,0-通过
0000999993865912,anon_S6533,男,33,已婚,天津,大专,租房,外资企业,13,175000,无,无,68,D-风险客户,10000,0-通过
0000999993858202,anon_S5766,男,33,未婚,上海,大专,租房,国有企业,13,105000,无,无,68,D-风险客户,10000,0-通过
0000999993872588,anon_S7198,男,50,已婚,安徽,初中及以下,租房,个体户,30,291000,无,无,68,D-风险客户,10000,0-通过
0000999993861860,anon_S6128,男,43,未婚,福建,高中,租房,私营企业,25,132400,无,无,68,D-风险客户,10000,0-通过
0000999993846241,anon_S4584,男,31,未婚,安徽,本科,自购房,私营企业,8,66260,有,有,68,D-风险客户,10000,0-通过
0000999993874664,anon_S7405,男,34,已婚,山西,大专,租房,外资企业,14,342000,无,无,68,D-风险客户,10000,0-通过
0000999993828903,anon_S2853,女,31,未婚,北京,本科,自购房,个体户,8,39515,有,有,68,D-风险客户,10000,0-通过
0000999993877756,anon_S7713,男,53,未婚,福建,初中及以下,租房,国有企业,27,400802,无,无,68,D-风险客户,10000,0-通过
0000999993872566,anon_S7196,男,33,离异,广西,大专,租房,国有企业,13,288000,无,无,68,D-风险客户,10000,0-通过
0000999993834144,anon_S3377,男,29,未婚,海南,本科,自购房,私营企业,6,47384,有,有,68,D-风险客户,10000,0-通过
0000999993866029,anon_S6544,男,49,已婚,广东,初中及以下,租房,个体户,21,180000,无,无,68,D-风险客户,10000,0-通过
0000999993834371,anon_S3400,男,27,已婚,青海,初中及以下,自购房,个体户,29,47616,有,有,68,D-风险客户,10000,0-通过
0000999993834360,anon_S3399,女,35,未婚,湖南,初中及以下,自购房,私营企业,15,47616,有,有,68,D-风险客户,10000,0-通过
0000999993860469,anon_S5988,女,34,已婚,上海,大专,租房,私营企业,14,116000,无,无,68,D-风险客户,10000,0-通过
0000999993872533,anon_S7193,女,40,未婚,江西,高中,租房,私营企业,22,288000,无,无,68,D-风险客户,10000,0-通过
0000999993881774,anon_S8115,男,33,离异,青海,大专,租房,私营企业,13,495000,无,无,68,D-风险客户,10000,0-通过
0000999993871062,anon_S7046,男,55,未婚,陕西,高中,租房,私营企业,37,260072,无,无,68,D-风险客户,10000,0-通过
0000999993854183,anon_S5367,男,45,已婚,北京,高中,租房,外资企业,27,80003,无,无,68,D-风险客户,10000,0-通过
0000999993853349,anon_S5283,女,29,已婚,新疆,本科,自购房,外资企业,6,78410,有,有,68,D-风险客户,10000,0-通过
0000999993825617,anon_S2524,男,30,未婚,上海,初中及以下,自购房,私营企业,13,37387,有,有,68,D-风险客户,10000,0-通过
0000999993877767,anon_S7714,男,56,未婚,河北,高中,租房,私营企业,38,400802,无,无,68,D-风险客户,10000,0-通过
0000999993859476,anon_S5890,男,33,离异,吉林,大专,租房,外资企业,13,110000,无,无,68,D-风险客户,10000,0-通过
0000999993864011,anon_S6343,女,39,未婚,广东,大专,租房,私营企业,19,153283,无,无,68,D-风险客户,10000,0-通过
0000999993881605,anon_S8098,男,23,未婚,广东,本科,租房,私营企业,0,492060,有,无,69,D-风险客户,10000,0-通过
0000999993822366,anon_S2199,女,33,已婚,山东,本科,自购房,个体户,10,33047,有,有,69,D-风险客户,10000,0-通过
0000999993881593,anon_S8097,男,22,未婚,内蒙古,本科,租房,国有企业,0,492060,有,无,69,D-风险客户,10000,0-通过
0000999993881582,anon_S8096,男,23,未婚,广东,本科,租房,个体户,0,492060,有,无,69,D-风险客户,10000,0-通过
0000999993869836,anon_S6924,男,40,已婚,辽宁,大专,租房,私营企业,20,235700,无,无,69,D-风险客户,10000,0-通过
0000999993874802,anon_S7419,男,23,已婚,福建,本科,租房,私营企业,0,342000,有,无,69,D-风险客户,10000,0-通过
0000999993881559,anon_S8093,女,22,未婚,广东,本科,租房,国有企业,0,490999,有,无,69,D-风险客户,10000,0-通过
0000999993881515,anon_S8089,男,22,未婚,河南,本科,租房,私营企业,0,490999,有,无,69,D-风险客户,10000,0-通过
0000999993839914,anon_S3953,男,38,离异,宁夏,初中及以下,自购房,私营企业,26,54000,有,有,69,D-风险客户,10000,0-通过
0000999993874766,anon_S7415,男,23,已婚,贵州,本科,租房,私营企业,0,342000,有,无,69,D-风险客户,10000,0-通过
0000999993881504,anon_S8088,女,22,未婚,北京,本科,租房,私营企业,0,490999,有,无,69,D-风险客户,10000,0-通过
0000999993881491,anon_S8087,男,23,未婚,上海,本科,租房,私营企业,0,490999,有,无,69,D-风险客户,10000,0-通过
0000999993881333,anon_S8071,女,22,未婚,广东,本科,租房,私营企业,0,486000,有,无,69,D-风险客户,10000,0-通过
0000999993874733,anon_S7412,男,26,未婚,宁夏,本科,租房,私营企业,3,342000,有,无,69,D-风险客户,10000,0-通过
0000999993881311,anon_S8069,男,22,未婚,重庆,本科,租房,个体户,0,486000,有,无,69,D-风险客户,10000,0-通过
0000999993881275,anon_S8065,女,23,未婚,广东,本科,租房,私营企业,0,486000,有,无,69,D-风险客户,10000,0-通过
0000999993874722,anon_S7411,男,23,未婚,宁夏,本科,租房,私营企业,0,342000,有,无,69,D-风险客户,10000,0-通过
0000999993881253,anon_S8063,男,22,未婚,贵州,本科,租房,私营企业,0,486000,有,无,69,D-风险客户,10000,0-通过
0000999993881219,anon_S8059,男,23,未婚,浙江,本科,租房,个体户,0,483920,有,无,69,D-风险客户,10000,0-通过
0000999993881208,anon_S8058,男,22,未婚,贵州,本科,租房,外资企业,0,483920,有,无,69,D-风险客户,10000,0-通过
0000999993881195,anon_S8057,男,22,未婚,湖南,本科,租房,私营企业,0,483920,有,无,69,D-风险客户,10000,0-通过
0000999993874711,anon_S7410,男,23,未婚,广东,本科,租房,个体户,0,342000,有,无,69,D-风险客户,10000,0-通过
0000999993881082,anon_S8046,男,22,未婚,青海,本科,租房,私营企业,0,483000,有,无,69,D-风险客户,10000,0-通过
0000999993881071,anon_S8045,男,25,已婚,河北,本科,租房,个体户,2,483000,有,无,69,D-风险客户,10000,0-通过
0000999993874700,anon_S7409,男,23,未婚,广东,本科,租房,国有企业,0,342000,有,无,69,D-风险客户,10000,0-通过
0000999993881015,anon_S8039,女,22,未婚,山东,本科,租房,私营企业,0,480005,有,无,69,D-风险客户,10000,0-通过
0000999993881004,anon_S8038,女,22,未婚,河南,本科,租房,外资企业,0,480005,有,无,69,D-风险客户,10000,0-通过
0000999993880985,anon_S8036,女,22,已婚,海南,本科,租房,私营企业,0,480005,有,无,69,D-风险客户,10000,0-通过
0000999993853281,anon_S5277,男,32,离异,北京,本科,自购房,私营企业,9,78400,有,有,69,D-风险客户,10000,0-通过
0000999993880952,anon_S8033,男,22,未婚,安徽,本科,租房,私营企业,0,480000,有,无,69,D-风险客户,10000,0-通过
0000999993874653,anon_S7404,男,24,未婚,天津,本科,租房,个体户,1,341000,有,无,69,D-风险客户,10000,0-通过
0000999993880907,anon_S8028,男,22,未婚,江西,本科,租房,个体户,0,480000,有,无,69,D-风险客户,10000,0-通过
0000999993861962,anon_S6138,男,21,未婚,江苏,本科,租房,私营企业,0,135520,有,无,69,D-风险客户,10000,0-通过
0000999993880850,anon_S8023,男,22,未婚,天津,本科,租房,私营企业,0,480000,有,无,69,D-风险客户,10000,0-通过
0000999993839630,anon_S3925,女,31,未婚,广东,大专,自购房,国有企业,11,53820,有,有,69,D-风险客户,10000,0-通过
0000999993880849,anon_S8022,女,22,未婚,天津,本科,租房,私营企业,0,480000,有,无,69,D-风险客户,10000,0-通过
0000999993880805,anon_S8018,男,22,未婚,贵州,本科,租房,外资企业,0,480000,有,无,69,D-风险客户,10000,0-通过
0000999993880792,anon_S8017,女,22,未婚,青海,本科,租房,其他企业,0,480000,有,无,69,D-风险客户,10000,0-通过
0000999993880781,anon_S8016,男,22,未婚,安徽,本科,租房,私营企业,0,480000,有,无,69,D-风险客户,10000,0-通过
0000999993874619,anon_S7400,男,24,未婚,宁夏,本科,租房,私营企业,1,340000,有,无,69,D-风险客户,10000,0-通过
0000999993880601,anon_S7998,女,22,未婚,辽宁,本科,租房,私营企业,0,475000,有,无,69,D-风险客户,10000,0-通过
0000999993880599,anon_S7997,女,22,未婚,广西,本科,租房,个体户,0,475000,有,无,69,D-风险客户,10000,0-通过
0000999993839528,anon_S3914,男,31,未婚,陕西,大专,自购房,其他企业,11,53450,有,有,69,D-风险客户,10000,0-通过
0000999993880511,anon_S7989,男,23,未婚,河北,本科,租房,私营企业,0,470062,有,无,69,D-风险客户,10000,0-通过
0000999993880419,anon_S7979,女,23,未婚,山西,本科,租房,私营企业,0,469700,有,无,69,D-风险客户,10000,0-通过
0000999993880340,anon_S7972,女,23,未婚,黑龙江,本科,租房,私营企业,0,467788,有,无,69,D-风险客户,10000,0-通过
0000999993880179,anon_S7955,女,24,已婚,湖北,本科,租房,国有企业,1,460920,有,无,69,D-风险客户,10000,0-通过
0000999993880168,anon_S7954,男,23,已婚,湖南,本科,租房,外资企业,0,460920,有,无,69,D-风险客户,10000,0-通过
0000999993880102,anon_S7948,男,23,未婚,黑龙江,本科,租房,个体户,0,459000,有,无,69,D-风险客户,10000,0-通过
0000999993879946,anon_S7932,男,23,已婚,辽宁,本科,租房,外资企业,0,452041,有,无,69,D-风险客户,10000,0-通过
0000999993879935,anon_S7931,女,23,未婚,甘肃,本科,租房,私营企业,0,452041,有,无,69,D-风险客户,10000,0-通过
0000999993879844,anon_S7922,男,23,未婚,内蒙古,本科,租房,私营企业,0,450000,有,无,69,D-风险客户,10000,0-通过
0000999993879775,anon_S7915,女,23,未婚,山东,本科,租房,私营企业,0,450000,有,无,69,D-风险客户,10000,0-通过
0000999993879764,anon_S7914,男,25,未婚,广东,本科,租房,私营企业,2,450000,有,无,69,D-风险客户,10000,0-通过
0000999993879753,anon_S7913,男,25,未婚,河北,本科,租房,私营企业,2,450000,有,无,69,D-风险客户,10000,0-通过
0000999993879742,anon_S7912,女,25,未婚,青海,本科,租房,私营企业,2,450000,有,无,69,D-风险客户,10000,0-通过
0000999993879720,anon_S7910,男,25,未婚,吉林,本科,租房,私营企业,2,450000,有,无,69,D-风险客户,10000,0-通过
0000999993879719,anon_S7909,男,25,已婚,贵州,本科,租房,其他企业,2,450000,有,无,69,D-风险客户,10000,0-通过
0000999993879708,anon_S7908,男,25,未婚,四川,本科,租房,国有企业,2,450000,有,无,69,D-风险客户,10000,0-通过
0000999993879572,anon_S7895,男,25,未婚,黑龙江,本科,租房,私营企业,2,450000,有,无,69,D-风险客户,10000,0-通过
0000999993879516,anon_S7889,女,26,未婚,上海,本科,租房,个体户,3,450000,有,无,69,D-风险客户,10000,0-通过
0000999993849627,anon_S4918,女,32,已婚,上海,本科,自购房,私营企业,9,71000,有,有,69,D-风险客户,10000,0-通过
0000999993879209,anon_S7858,女,22,未婚,上海,本科,租房,私营企业,0,449000,有,无,69,D-风险客户,10000,0-通过
0000999993854842,anon_S5433,女,41,已婚,天津,本科,租房,私营企业,18,85000,无,无,69,D-风险客户,10000,0-通过
0000999993879196,anon_S7857,男,22,未婚,上海,本科,租房,个体户,0,449000,有,无,69,D-风险客户,10000,0-通过
0000999993879185,anon_S7856,女,22,未婚,湖南,本科,租房,其他企业,0,443700,有,无,69,D-风险客户,10000,0-通过
0000999993849242,anon_S4882,男,30,未婚,浙江,大专,自购房,私营企业,10,70080,有,有,69,D-风险客户,10000,0-通过
0000999993822934,anon_S2256,女,34,未婚,河北,本科,自购房,私营企业,11,34350,有,有,69,D-风险客户,10000,0-通过
0000999993879152,anon_S7853,女,22,未婚,上海,本科,租房,私营企业,0,443700,有,无,69,D-风险客户,10000,0-通过
0000999993851658,anon_S5116,男,31,已婚,贵州,大专,自购房,外资企业,11,75600,有,有,69,D-风险客户,10000,0-通过
0000999993854966,anon_S5445,男,26,已婚,北京,本科,租房,国有企业,3,85000,有,无,69,D-风险客户,10000,0-通过
0000999993878896,anon_S7827,男,26,已婚,福建,本科,租房,外资企业,3,436000,有,无,69,D-风险客户,10000,0-通过
0000999993855187,anon_S5466,男,40,未婚,北京,本科,租房,私营企业,17,85880,无,无,69,D-风险客户,10000,0-通过
0000999993855212,anon_S5469,男,26,未婚,内蒙古,本科,租房,外资企业,3,86300,无,有,69,D-风险客户,10000,0-通过
0000999993855223,anon_S5470,男,26,未婚,甘肃,本科,租房,个体户,3,86300,无,有,69,D-风险客户,10000,0-通过
0000999993855234,anon_S5471,男,26,未婚,重庆,本科,租房,私营企业,3,86300,无,有,69,D-风险客户,10000,0-通过
0000999993838922,anon_S3854,男,33,未婚,浙江,本科,自购房,外资企业,10,53000,有,有,69,D-风险客户,10000,0-通过
0000999993878852,anon_S7823,女,24,已婚,湖北,本科,租房,个体户,1,436000,有,无,69,D-风险客户,10000,0-通过
0000999993878761,anon_S7814,男,22,未婚,河北,本科,租房,私营企业,0,435980,有,无,69,D-风险客户,10000,0-通过
0000999993878738,anon_S7811,女,22,未婚,北京,本科,租房,外资企业,0,435000,有,无,69,D-风险客户,10000,0-通过
0000999993874416,anon_S7380,男,24,未婚,河北,本科,租房,私营企业,1,335000,有,无,69,D-风险客户,10000,0-通过
0000999993874405,anon_S7379,男,22,未婚,安徽,本科,租房,国有企业,0,335000,有,无,69,D-风险客户,10000,0-通过
0000999993878692,anon_S7807,男,22,未婚,陕西,本科,租房,私营企业,0,435000,有,无,69,D-风险客户,10000,0-通过
0000999993848465,anon_S4804,男,33,已婚,新疆,本科,自购房,私营企业,10,69209,有,有,69,D-风险客户,10000,0-通过
0000999993848421,anon_S4800,男,30,已婚,福建,大专,自购房,私营企业,10,69209,有,有,69,D-风险客户,10000,0-通过
0000999993855574,anon_S5505,男,26,未婚,贵州,本科,租房,私营企业,3,90000,有,无,69,D-风险客户,10000,0-通过
0000999993823109,anon_S2273,男,33,未婚,上海,本科,自购房,国有企业,10,34461,有,有,69,D-风险客户,10000,0-通过
0000999993878488,anon_S7786,男,22,未婚,湖北,本科,租房,私营企业,0,424400,有,无,69,D-风险客户,10000,0-通过
0000999993848250,anon_S4783,男,32,未婚,浙江,大专,自购房,私营企业,12,69000,有,有,69,D-风险客户,10000,0-通过
0000999993878411,anon_S7779,男,22,未婚,甘肃,本科,租房,国有企业,0,421000,有,无,69,D-风险客户,10000,0-通过
0000999993848170,anon_S4775,男,32,未婚,广西,大专,自购房,个体户,12,69000,有,有,69,D-风险客户,10000,0-通过
0000999993874358,anon_S7374,男,25,未婚,宁夏,本科,租房,私营企业,2,335000,有,无,69,D-风险客户,10000,0-通过
0000999993878386,anon_S7776,女,22,已婚,黑龙江,本科,租房,私营企业,0,421000,有,无,69,D-风险客户,10000,0-通过
0000999993855777,anon_S1372,男,26,未婚,天津,本科,租房,外资企业,3,90000,有,无,69,D-风险客户,10000,0-通过
0000999993869326,anon_S6873,男,24,未婚,青海,本科,租房,个体户,1,228000,有,无,69,D-风险客户,10000,0-通过
0000999993874347,anon_S7373,男,22,未婚,内蒙古,本科,租房,外资企业,0,335000,有,无,69,D-风险客户,10000,0-通过
0000999993874336,anon_S7372,男,22,未婚,广东,本科,租房,私营企业,0,334005,有,无,69,D-风险客户,10000,0-通过
0000999993851807,anon_S5130,男,35,未婚,河北,本科,自购房,私营企业,12,76000,有,有,69,D-风险客户,10000,0-通过
0000999993855926,anon_S5539,男,26,离异,甘肃,本科,租房,私营企业,3,90000,有,无,69,D-风险客户,10000,0-通过
0000999993855971,anon_S5544,男,26,未婚,湖南,本科,租房,私营企业,3,90000,有,无,69,D-风险客户,10000,0-通过
0000999993878159,anon_S7753,男,22,未婚,安徽,本科,租房,私营企业,0,416000,有,无,69,D-风险客户,10000,0-通过
0000999993847788,anon_S4737,男,30,未婚,广东,大专,自购房,个体户,10,68800,有,有,69,D-风险客户,10000,0-通过
0000999993878148,anon_S7752,男,22,未婚,四川,本科,租房,外资企业,0,416000,有,无,69,D-风险客户,10000,0-通过
0000999993874325,anon_S7371,男,22,未婚,四川,本科,租房,私营企业,0,334005,有,无,69,D-风险客户,10000,0-通过
0000999993878137,anon_S7751,男,22,已婚,新疆,本科,租房,私营企业,0,416000,有,无,69,D-风险客户,10000,0-通过
0000999993874303,anon_S7369,男,22,已婚,青海,本科,租房,私营企业,0,334005,有,无,69,D-风险客户,10000,0-通过
0000999993856066,anon_S5553,男,26,未婚,浙江,本科,租房,私营企业,3,91715,有,无,69,D-风险客户,10000,0-通过
0000999993823358,anon_S2298,女,34,未婚,陕西,本科,自购房,个体户,11,34779,有,有,69,D-风险客户,10000,0-通过
0000999993847664,anon_S4725,男,30,未婚,湖北,大专,自购房,外资企业,10,68800,有,有,69,D-风险客户,10000,0-通过
0000999993874223,anon_S7361,男,22,未婚,内蒙古,本科,租房,私营企业,0,331000,有,无,69,D-风险客户,10000,0-通过
0000999993847596,anon_S4718,男,34,未婚,浙江,初中及以下,自购房,个体户,21,68600,有,有,69,D-风险客户,10000,0-通过
0000999993856215,anon_S5568,男,26,未婚,山西,本科,租房,私营企业,3,92032,有,无,69,D-风险客户,10000,0-通过
0000999993823392,anon_S2302,女,46,未婚,广东,初中及以下,自购房,私营企业,13,34779,有,有,69,D-风险客户,10000,0-通过
0000999993877949,anon_S7732,男,22,已婚,贵州,本科,租房,私营企业,0,410400,有,无,69,D-风险客户,10000,0-通过
0000999993838489,anon_S3810,男,34,未婚,广东,本科,自购房,私营企业,11,51800,有,有,69,D-风险客户,10000,0-通过
0000999993877938,anon_S7731,女,22,未婚,重庆,本科,租房,私营企业,0,410400,有,无,69,D-风险客户,10000,0-通过
0000999993856339,anon_S5580,男,26,未婚,广西,本科,租房,私营企业,3,92075,有,无,69,D-风险客户,10000,0-通过
0000999993856384,anon_S5585,男,26,未婚,内蒙古,本科,租房,个体户,3,94009,有,无,69,D-风险客户,10000,0-通过
0000999993856395,anon_S5586,男,26,已婚,湖南,本科,租房,私营企业,3,94009,有,无,69,D-风险客户,10000,0-通过
0000999993856408,anon_S5587,女,26,未婚,上海,本科,租房,私营企业,3,94009,有,无,69,D-风险客户,10000,0-通过
0000999993856419,anon_S5588,男,26,未婚,河北,本科,租房,外资企业,3,94860,有,无,69,D-风险客户,10000,0-通过
0000999993856453,anon_S5592,男,26,未婚,浙江,本科,租房,个体户,3,94860,有,无,69,D-风险客户,10000,0-通过
0000999993874154,anon_S7354,男,22,已婚,海南,本科,租房,私营企业,0,330001,有,无,69,D-风险客户,10000,0-通过
0000999993856464,anon_S5593,男,26,未婚,陕西,本科,租房,私营企业,3,94860,有,无,69,D-风险客户,10000,0-通过
0000999993838376,anon_S3799,男,33,未婚,上海,本科,自购房,外资企业,10,51600,有,有,69,D-风险客户,10000,0-通过
0000999993838365,anon_S3798,男,33,未婚,辽宁,本科,自购房,私营企业,10,51600,有,有,69,D-风险客户,10000,0-通过
0000999993856486,anon_S5595,男,26,未婚,陕西,本科,租房,私营企业,3,95000,有,无,69,D-风险客户,10000,0-通过
0000999993847029,anon_S4661,男,32,未婚,安徽,大专,自购房,国有企业,12,67648,有,有,69,D-风险客户,10000,0-通过
0000999993877701,anon_S7708,男,23,离异,福建,本科,租房,个体户,0,400766,有,无,69,D-风险客户,10000,0-通过
0000999993823529,anon_S2315,男,33,已婚,四川,本科,自购房,个体户,10,35200,有,有,69,D-风险客户,10000,0-通过
0000999993874121,anon_S7351,男,22,已婚,浙江,本科,租房,私营企业,0,330001,有,无,69,D-风险客户,10000,0-通过
0000999993856544,anon_S5601,男,26,未婚,天津,本科,租房,个体户,3,95000,有,无,69,D-风险客户,10000,0-通过
0000999993852153,anon_S5164,男,42,未婚,宁夏,初中及以下,自购房,个体户,13,76800,有,有,69,D-风险客户,10000,0-通过
